Ep:     4 | Reward:    -6.3 | Avg Reward:    -7.3 | Epsilon: 0.980 | Loss 0.0040 | Steps 200
Ep:     5 | Reward:    -8.7 | Avg Reward:    -7.6 | Epsilon: 0.975 | Loss 0.0028 | Steps 250
Ep:     1 | Reward:    -6.9 | Avg Reward:    -6.9 | Epsilon: 0.995 | Loss 0.0000 | Steps 50
Ep:     2 | Reward:    -8.1 | Avg Reward:    -7.5 | Epsilon: 0.990 | Loss 0.0166 | Steps 100
Ep:     3 | Reward:    -8.7 | Avg Reward:    -7.9 | Epsilon: 0.985 | Loss 0.0078 | Steps 150
Ep:     4 | Reward:    -8.7 | Avg Reward:    -8.1 | Epsilon: 0.980 | Loss 0.0049 | Steps 200
Ep:     5 | Reward:    -6.3 | Avg Reward:    -7.7 | Epsilon: 0.975 | Loss 0.0039 | Steps 250
Ep:     6 | Reward:    -6.9 | Avg Reward:    -7.6 | Epsilon: 0.970 | Loss 0.0031 | Steps 300
Ep:     7 | Reward:    -8.1 | Avg Reward:    -7.7 | Epsilon: 0.966 | Loss 0.0025 | Steps 350
Ep:     8 | Reward:    -6.3 | Avg Reward:    -7.5 | Epsilon: 0.961 | Loss 0.0022 | Steps 400
Ep:     9 | Reward:    -8.1 | Avg Reward:    -7.6 | Epsilon: 0.956 | Loss 0.0024 | Steps 450
Ep:    10 | Reward:    -6.9 | Avg Reward:    -7.5 | Epsilon: 0.951 | Loss 0.0026 | Steps 500
Ep:    11 | Reward:    -7.5 | Avg Reward:    -7.5 | Epsilon: 0.946 | Loss 0.0033 | Steps 550
Ep:    12 | Reward:    -6.9 | Avg Reward:    -7.4 | Epsilon: 0.942 | Loss 0.0039 | Steps 600
Ep:    13 | Reward:    -8.1 | Avg Reward:    -7.5 | Epsilon: 0.937 | Loss 0.0037 | Steps 650
Ep:    14 | Reward:    -8.1 | Avg Reward:    -7.5 | Epsilon: 0.932 | Loss 0.0042 | Steps 700
Ep:    15 | Reward:    -6.9 | Avg Reward:    -7.5 | Epsilon: 0.928 | Loss 0.0040 | Steps 750
Ep:    16 | Reward:    -8.7 | Avg Reward:    -7.6 | Epsilon: 0.923 | Loss 0.0054 | Steps 800
Ep:    17 | Reward:    -7.5 | Avg Reward:    -7.6 | Epsilon: 0.918 | Loss 0.0062 | Steps 850
Ep:    18 | Reward:    -7.5 | Avg Reward:    -7.6 | Epsilon: 0.914 | Loss 0.0046 | Steps 900
Ep:    19 | Reward:    -8.1 | Avg Reward:    -7.6 | Epsilon: 0.909 | Loss 0.0066 | Steps 950
Ep:    20 | Reward:    -7.5 | Avg Reward:    -7.6 | Epsilon: 0.905 | Loss 0.0061 | Steps 1000
Ep:    21 | Reward:    -8.7 | Avg Reward:    -7.6 | Epsilon: 0.900 | Loss 0.0083 | Steps 1050
Ep:    22 | Reward:    -8.1 | Avg Reward:    -7.7 | Epsilon: 0.896 | Loss 0.0074 | Steps 1100
Ep:    23 | Reward:    -8.1 | Avg Reward:    -7.7 | Epsilon: 0.891 | Loss 0.0066 | Steps 1150
Ep:    24 | Reward:    -8.1 | Avg Reward:    -7.7 | Epsilon: 0.887 | Loss 0.0061 | Steps 1200
Ep:    25 | Reward:    -7.5 | Avg Reward:    -7.7 | Epsilon: 0.882 | Loss 0.0067 | Steps 1250
Ep:    26 | Reward:    -7.5 | Avg Reward:    -7.7 | Epsilon: 0.878 | Loss 0.0055 | Steps 1300
Ep:    27 | Reward:    -5.1 | Avg Reward:    -7.6 | Epsilon: 0.873 | Loss 0.0050 | Steps 1350
Ep:    28 | Reward:    -6.9 | Avg Reward:    -7.6 | Epsilon: 0.869 | Loss 0.0064 | Steps 1400
Ep:    29 | Reward:    -7.5 | Avg Reward:    -7.6 | Epsilon: 0.865 | Loss 0.0069 | Steps 1450
Ep:    30 | Reward:    -5.7 | Avg Reward:    -7.5 | Epsilon: 0.860 | Loss 0.0077 | Steps 1500
Ep:    31 | Reward:    -6.9 | Avg Reward:    -7.5 | Epsilon: 0.856 | Loss 0.0110 | Steps 1550
Ep:    32 | Reward:    -5.1 | Avg Reward:    -7.4 | Epsilon: 0.852 | Loss 0.0079 | Steps 1600
Ep:    33 | Reward:    -5.1 | Avg Reward:    -7.3 | Epsilon: 0.848 | Loss 0.0084 | Steps 1650
Ep:    34 | Reward:    -3.9 | Avg Reward:    -7.2 | Epsilon: 0.843 | Loss 0.0068 | Steps 1700
Ep:    35 | Reward:    -5.7 | Avg Reward:    -7.2 | Epsilon: 0.839 | Loss 0.0100 | Steps 1750
Ep:    36 | Reward:    -8.1 | Avg Reward:    -7.2 | Epsilon: 0.835 | Loss 0.0057 | Steps 1800
Ep:    37 | Reward:    -6.9 | Avg Reward:    -7.2 | Epsilon: 0.831 | Loss 0.0079 | Steps 1850
Ep:    38 | Reward:     0.3 | Avg Reward:    -7.0 | Epsilon: 0.827 | Loss 0.0053 | Steps 1900
Ep:    39 | Reward:    -8.1 | Avg Reward:    -7.0 | Epsilon: 0.822 | Loss 0.0124 | Steps 1950
Ep:    40 | Reward:    -7.5 | Avg Reward:    -7.0 | Epsilon: 0.818 | Loss 0.0128 | Steps 2000
Ep:    41 | Reward:    -7.5 | Avg Reward:    -7.1 | Epsilon: 0.814 | Loss 0.0072 | Steps 2050
Ep:    42 | Reward:    -8.1 | Avg Reward:    -7.1 | Epsilon: 0.810 | Loss 0.0118 | Steps 2100
Ep:    43 | Reward:    -6.3 | Avg Reward:    -7.1 | Epsilon: 0.806 | Loss 0.0080 | Steps 2150
Ep:    44 | Reward:    -6.3 | Avg Reward:    -7.0 | Epsilon: 0.802 | Loss 0.0140 | Steps 2200
Ep:    45 | Reward:    -8.1 | Avg Reward:    -7.1 | Epsilon: 0.798 | Loss 0.0079 | Steps 2250
Ep:    46 | Reward:    -7.5 | Avg Reward:    -7.1 | Epsilon: 0.794 | Loss 0.0099 | Steps 2300
Ep:    47 | Reward:    -8.1 | Avg Reward:    -7.1 | Epsilon: 0.790 | Loss 0.0115 | Steps 2350
Ep:    48 | Reward:    -8.1 | Avg Reward:    -7.1 | Epsilon: 0.786 | Loss 0.0100 | Steps 2400
Ep:    49 | Reward:    -7.5 | Avg Reward:    -7.1 | Epsilon: 0.782 | Loss 0.0130 | Steps 2450
Ep:    50 | Reward:    -6.3 | Avg Reward:    -7.1 | Epsilon: 0.778 | Loss 0.0097 | Steps 2500
Ep:    51 | Reward:    -6.9 | Avg Reward:    -7.1 | Epsilon: 0.774 | Loss 0.0108 | Steps 2550
Ep:    52 | Reward:    -6.9 | Avg Reward:    -7.1 | Epsilon: 0.771 | Loss 0.0113 | Steps 2600
Ep:    53 | Reward:    -8.1 | Avg Reward:    -7.1 | Epsilon: 0.767 | Loss 0.0118 | Steps 2650
Ep:    54 | Reward:    -6.9 | Avg Reward:    -7.1 | Epsilon: 0.763 | Loss 0.0130 | Steps 2700
Ep:    55 | Reward:    -5.7 | Avg Reward:    -7.1 | Epsilon: 0.759 | Loss 0.0106 | Steps 2750
Ep:    56 | Reward:    -6.9 | Avg Reward:    -7.1 | Epsilon: 0.755 | Loss 0.0130 | Steps 2800
Ep:    57 | Reward:    -5.7 | Avg Reward:    -7.1 | Epsilon: 0.751 | Loss 0.0135 | Steps 2850
Ep:    58 | Reward:    -6.3 | Avg Reward:    -7.1 | Epsilon: 0.748 | Loss 0.0127 | Steps 2900
Ep:    59 | Reward:    -6.3 | Avg Reward:    -7.0 | Epsilon: 0.744 | Loss 0.0107 | Steps 2950
Ep:    60 | Reward:    -5.7 | Avg Reward:    -7.0 | Epsilon: 0.740 | Loss 0.0174 | Steps 3000
Ep:    61 | Reward:    -6.3 | Avg Reward:    -7.0 | Epsilon: 0.737 | Loss 0.0134 | Steps 3050
Ep:    62 | Reward:    -7.5 | Avg Reward:    -7.0 | Epsilon: 0.733 | Loss 0.0120 | Steps 3100
Ep:    63 | Reward:    -5.1 | Avg Reward:    -7.0 | Epsilon: 0.729 | Loss 0.0204 | Steps 3150
Ep:    64 | Reward:    -6.3 | Avg Reward:    -7.0 | Epsilon: 0.726 | Loss 0.0197 | Steps 3200
Ep:    65 | Reward:    -3.9 | Avg Reward:    -6.9 | Epsilon: 0.722 | Loss 0.0139 | Steps 3250
Ep:    66 | Reward:    -6.9 | Avg Reward:    -6.9 | Epsilon: 0.718 | Loss 0.0168 | Steps 3300
Ep:    67 | Reward:    -6.3 | Avg Reward:    -6.9 | Epsilon: 0.715 | Loss 0.0157 | Steps 3350
Ep:    68 | Reward:    -6.3 | Avg Reward:    -6.9 | Epsilon: 0.711 | Loss 0.0127 | Steps 3400
Ep:    69 | Reward:    -2.1 | Avg Reward:    -6.8 | Epsilon: 0.708 | Loss 0.0104 | Steps 3450
Ep:    70 | Reward:    -7.5 | Avg Reward:    -6.8 | Epsilon: 0.704 | Loss 0.0147 | Steps 3500
Ep:    71 | Reward:    -7.5 | Avg Reward:    -6.9 | Epsilon: 0.701 | Loss 0.0135 | Steps 3550
Ep:    72 | Reward:    -3.3 | Avg Reward:    -6.8 | Epsilon: 0.697 | Loss 0.0112 | Steps 3600
Ep:    73 | Reward:    -0.9 | Avg Reward:    -6.7 | Epsilon: 0.694 | Loss 0.0144 | Steps 3650
Ep:    74 | Reward:    -3.9 | Avg Reward:    -6.7 | Epsilon: 0.690 | Loss 0.0156 | Steps 3700
Ep:    75 | Reward:    -6.3 | Avg Reward:    -6.7 | Epsilon: 0.687 | Loss 0.0154 | Steps 3750
Ep:    76 | Reward:    -0.3 | Avg Reward:    -6.6 | Epsilon: 0.683 | Loss 0.0211 | Steps 3800
Ep:    77 | Reward:    -6.3 | Avg Reward:    -6.6 | Epsilon: 0.680 | Loss 0.0157 | Steps 3850
Ep:    78 | Reward:    -5.1 | Avg Reward:    -6.6 | Epsilon: 0.676 | Loss 0.0143 | Steps 3900
Ep:    79 | Reward:    -4.5 | Avg Reward:    -6.6 | Epsilon: 0.673 | Loss 0.0126 | Steps 3950
Ep:    80 | Reward:    -6.9 | Avg Reward:    -6.6 | Epsilon: 0.670 | Loss 0.0115 | Steps 4000
Ep:    81 | Reward:    -5.7 | Avg Reward:    -6.5 | Epsilon: 0.666 | Loss 0.0111 | Steps 4050
Ep:    82 | Reward:    -5.7 | Avg Reward:    -6.5 | Epsilon: 0.663 | Loss 0.0125 | Steps 4100
Ep:    83 | Reward:    -5.7 | Avg Reward:    -6.5 | Epsilon: 0.660 | Loss 0.0133 | Steps 4150
Ep:    84 | Reward:    -6.9 | Avg Reward:    -6.5 | Epsilon: 0.656 | Loss 0.0176 | Steps 4200
Ep:    85 | Reward:    -3.9 | Avg Reward:    -6.5 | Epsilon: 0.653 | Loss 0.0174 | Steps 4250
Ep:    86 | Reward:    -3.9 | Avg Reward:    -6.5 | Epsilon: 0.650 | Loss 0.0099 | Steps 4300
Ep:    87 | Reward:    -6.9 | Avg Reward:    -6.5 | Epsilon: 0.647 | Loss 0.0130 | Steps 4350
Ep:    88 | Reward:    -5.1 | Avg Reward:    -6.5 | Epsilon: 0.643 | Loss 0.0107 | Steps 4400
Ep:    89 | Reward:    -6.3 | Avg Reward:    -6.5 | Epsilon: 0.640 | Loss 0.0071 | Steps 4450
Ep:    90 | Reward:    -5.7 | Avg Reward:    -6.4 | Epsilon: 0.637 | Loss 0.0067 | Steps 4500
Ep:    91 | Reward:    -4.5 | Avg Reward:    -6.4 | Epsilon: 0.634 | Loss 0.0088 | Steps 4550
Ep:    92 | Reward:    -6.9 | Avg Reward:    -6.4 | Epsilon: 0.631 | Loss 0.0082 | Steps 4600
Ep:    93 | Reward:    -5.7 | Avg Reward:    -6.4 | Epsilon: 0.627 | Loss 0.0081 | Steps 4650
Ep:    94 | Reward:    -7.5 | Avg Reward:    -6.4 | Epsilon: 0.624 | Loss 0.0077 | Steps 4700
Ep:    95 | Reward:    -3.9 | Avg Reward:    -6.4 | Epsilon: 0.621 | Loss 0.0069 | Steps 4750
Ep:    96 | Reward:    -5.1 | Avg Reward:    -6.4 | Epsilon: 0.618 | Loss 0.0061 | Steps 4800
Ep:    97 | Reward:    -6.9 | Avg Reward:    -6.4 | Epsilon: 0.615 | Loss 0.0057 | Steps 4850
Ep:    98 | Reward:    -6.3 | Avg Reward:    -6.4 | Epsilon: 0.612 | Loss 0.0057 | Steps 4900
Ep:    99 | Reward:    -6.9 | Avg Reward:    -6.4 | Epsilon: 0.609 | Loss 0.0099 | Steps 4950
Ep:   100 | Reward:     3.3 | Avg Reward:    -6.3 | Epsilon: 0.606 | Loss 0.0079 | Steps 5000
Ep:   101 | Reward:    -6.3 | Avg Reward:    -6.3 | Epsilon: 0.603 | Loss 0.0051 | Steps 5050
Ep:   102 | Reward:    -5.1 | Avg Reward:    -6.3 | Epsilon: 0.600 | Loss 0.0044 | Steps 5100
Ep:   103 | Reward:    -0.3 | Avg Reward:    -6.2 | Epsilon: 0.597 | Loss 0.0044 | Steps 5150
Ep:   104 | Reward:    -6.9 | Avg Reward:    -6.2 | Epsilon: 0.594 | Loss 0.0043 | Steps 5200
Ep:   105 | Reward:    -6.3 | Avg Reward:    -6.2 | Epsilon: 0.591 | Loss 0.0051 | Steps 5250
Ep:   106 | Reward:    -3.3 | Avg Reward:    -6.1 | Epsilon: 0.588 | Loss 0.0044 | Steps 5300
